t,v_10,v_90
283.3,-87.15613333,-19.41579
283.3333333,-87.15944,-19.41167
283.3666667,-87.16722667,-19.40755
283.4,-87.17545333,-19.40343
283.4333333,-87.18368,-19.39931
283.4666667,-87.19190667,-19.39519
283.5,-87.20013333,-19.39107
283.5333333,-87.20836,-19.38695
283.5666667,-87.21658667,-19.38779
283.6,-87.21993333,-19.42909
283.6333333,-87.22328,-19.47039
283.6666667,-87.22662667,-19.51169
283.7,-87.22997333,-19.55299
283.7333333,-87.23332,-19.59429
283.7666667,-87.23666667,-19.63559
283.8,-87.24001333,-19.67689
283.8333333,-87.24336,-19.71819
283.8666667,-87.24670667,-19.75949
283.9,-87.25005333,-19.80079
283.9333333,-87.2534,-19.84209
283.9666667,-87.25674667,-19.88339
284,-87.26009333,-19.92469
284.0333333,-87.26344,-19.96599
284.0666667,-87.26936333,-20.00729
284.1,-87.28008667,-20.04859
284.1333333,-87.29081,-20.08989
284.1666667,-87.29341333,-20.13119
284.2,-87.28698667,-20.17249
284.2333333,-87.28056,-20.21379
284.2666667,-87.27413333,-20.25509
284.3,-87.26770667,-20.29639
284.3333333,-87.26128,-20.33769
284.3666667,-87.25485333,-20.37899
284.4,-87.24842667,-20.42029
284.4333333,-87.242,-20.46159
284.4666667,-87.23557333,-20.50289
284.5,-87.22914667,-20.54419
284.5333333,-87.22272,-20.58549
284.5666667,-87.21629333,-20.62184
284.6,-87.20986667,-20.64083
284.6333333,-87.20344,-20.65982
284.6666667,-87.19701333,-20.67881
284.7,-87.19058667,-20.6978
284.7333333,-87.18416,-20.71679
284.7666667,-87.17773333,-20.73578
284.8,-87.17130667,-20.75477
284.8333333,-87.17405333,-20.77376
284.8666667,-87.18562667,-20.79275
284.9,-87.1972,-20.81174
284.9333333,-87.19141333,-20.83073
284.9666667,-87.18562667,-20.84972
285,-87.17984,-20.86871
285.0333333,-87.17405333,-20.8877
285.0666667,-87.16826667,-20.90669
285.1,-87.16248,-20.92568
285.1333333,-87.15744,-20.94467
285.1666667,-87.15496,-20.96366
285.2,-87.15248,-20.98265
285.2333333,-87.15,-21.00164
285.2666667,-87.14752,-21.02063
285.3,-87.14504,-21.03962
285.3333333,-87.14256,-21.05861
285.3666667,-87.14008,-21.0776
285.4,-87.1376,-21.09659
285.4333333,-87.13512,-21.11558
285.4666667,-87.13264,-21.13457
285.5,-87.13016,-21.15356
285.5333333,-87.12768,-21.17255
285.5666667,-87.1252,-21.18162
285.6,-87.12272,-21.16180333
285.6333333,-87.12024,-21.14198667
285.6666667,-87.11776,-21.12217
285.7,-87.11528,-21.10235333
285.7333333,-87.09975667,-21.08253667
285.7666667,-87.08496,-21.06272
285.8,-87.07753333,-21.04290333
285.8333333,-87.07682667,-21.02308667
285.8666667,-87.09252,-21.00327
285.9,-87.10821333,-20.98345333
285.9333333,-87.13381667,-20.96363667
285.9666667,-87.15785333,-20.94382
286,-87.18004667,-20.92400333
286.0333333,-87.19232,-20.90418667
286.0666667,-87.19977333,-20.88437
286.1,-87.20050667,-20.86455333
286.1333333,-87.20124,-20.84473667
286.1666667,-87.21679333,-20.82492
286.2,-87.23239667,-20.80510333
286.2333333,-87.248,-20.78528667
286.2666667,-87.26360333,-20.76547
286.3,-87.28899333,-20.74565333
286.3333333,-87.31455667,-20.72583667
286.3666667,-87.34012,-20.70602
286.4,-87.36568333,-20.68620333
286.4333333,-87.39124667,-20.66638667
286.4666667,-87.41681,-20.64657
286.5,-87.44237333,-20.62675333
286.5333333,-87.46793667,-20.60693667
286.5666667,-87.4935,-20.59455
286.6,-87.51906333,-20.61683667
286.6333333,-87.5331,-20.63912333
286.6666667,-87.54130333,-20.66141
286.7,-87.54950667,-20.68369667
286.7333333,-87.55771,-20.70598333
286.7666667,-87.56591333,-20.72827
286.8,-87.57411667,-20.75055667
286.8333333,-87.58232,-20.77284333
286.8666667,-87.58808333,-20.79513
286.9,-87.59384667,-20.81741667
286.9333333,-87.59961,-20.83970333
286.9666667,-87.60537333,-20.86199
287,-87.61113667,-20.88427667
287.0333333,-87.6169,-20.90656333
287.0666667,-87.62268667,-20.92885
287.1,-87.62847333,-20.95113667
287.1333333,-87.63426,-20.97342333
287.1666667,-87.6288,-20.99571
287.2,-87.61725,-21.01799667
287.2333333,-87.6057,-21.04028333
287.2666667,-87.59415,-21.06257
287.3,-87.5826,-21.08485667
287.3333333,-87.57105,-21.10714333
287.3666667,-87.5595,-21.12943
287.4,-87.54795,-21.15171667
287.4333333,-87.5364,-21.17400333
287.4666667,-87.52485,-21.19629
287.5,-87.5133,-21.21857667
287.5333333,-87.50175,-21.24086333
287.5666667,-87.4902,-21.26068
287.6,-87.47865,-21.27473333
287.6333333,-87.4671,-21.28878667
287.6666667,-87.45555,-21.30284
287.7,-87.444,-21.31689333
287.7333333,-87.44976333,-21.33094667
287.7666667,-87.45552667,-21.345
287.8,-87.46129,-21.35905333
287.8333333,-87.46705333,-21.37310667
287.8666667,-87.47525667,-21.38716
287.9,-87.48346,-21.40121333
287.9333333,-87.49166333,-21.41526667
287.9666667,-87.49986667,-21.42932
288,-87.50807,-21.44337333
288.0333333,-87.51627333,-21.45742667
288.0666667,-87.52447667,-21.47148
288.1,-87.53268,-21.48553333
288.1333333,-87.54088333,-21.49958667
288.1666667,-87.54908667,-21.51364
288.2,-87.55729,-21.52769333
288.2333333,-87.56549333,-21.54174667
288.2666667,-87.57369667,-21.5558
288.3,-87.5819,-21.56985333
288.3333333,-87.59010333,-21.58390667
288.3666667,-87.59830667,-21.59796
288.4,-87.60651,-21.61201333
288.4333333,-87.61471333,-21.62606667
288.4666667,-87.62291667,-21.64012
288.5,-87.63112,-21.65417333
288.5333333,-87.63932333,-21.66822667
288.5666667,-87.63628,-21.68476
288.6,-87.62717,-21.68393333
288.6333333,-87.61806,-21.68310667
288.6666667,-87.60895,-21.68228
288.7,-87.60762667,-21.68145333
288.7333333,-87.60837,-21.68062667
288.7666667,-87.60911333,-21.6798
288.8,-87.60985667,-21.67897333
288.8333333,-87.6106,-21.67814667
288.8666667,-87.61136667,-21.67732
288.9,-87.61213333,-21.67649333
288.9333333,-87.6129,-21.67566667
288.9666667,-87.61366667,-21.67484
289,-87.62185333,-21.67401333
289.0333333,-87.63004,-21.67318667
289.0666667,-87.63822667,-21.67236
289.1,-87.64641333,-21.67153333
289.1333333,-87.6546,-21.67070667
289.1666667,-87.66278667,-21.66988
289.2,-87.67097333,-21.66905333
289.2333333,-87.67916,-21.66822667
289.2666667,-87.68734667,-21.6674
289.3,-87.69553333,-21.66657333
289.3333333,-87.70372,-21.66574667
289.3666667,-87.71190667,-21.66492
289.4,-87.72009333,-21.66409333
289.4333333,-87.72828,-21.66326667
289.4666667,-87.72442667,-21.66244
289.5,-87.70956,-21.66161333
289.5333333,-87.69469333,-21.66078667
289.5666667,-87.67982667,-21.65995
289.6,-87.66496,-21.65332667
289.6333333,-87.65009333,-21.64670333
289.6666667,-87.63522667,-21.64008
289.7,-87.63337333,-21.63345667
289.7333333,-87.63170667,-21.62683333
289.7666667,-87.63004,-21.62021
289.8,-87.62837333,-21.61358667
289.8333333,-87.62670667,-21.60696333
289.8666667,-87.62504,-21.60034
289.9,-87.62337333,-21.59371667
289.9333333,-87.63160667,-21.58709333
289.9666667,-87.63984,-21.58047
290,-87.61918667,-21.57384667
290.0333333,-87.59853333,-21.56722333
290.0666667,-87.57788,-21.5606
290.1,-87.55722667,-21.55397667
290.1333333,-87.53657333,-21.54735333
290.1666667,-87.52274667,-21.54073
290.2,-87.5186,-21.53410667
290.2333333,-87.51445333,-21.52748333
290.2666667,-87.51030667,-21.52086
290.3,-87.50616,-21.51423667
290.3333333,-87.50220333,-21.50761333
290.3666667,-87.48739333,-21.50099
290.4,-87.46675,-21.49436667
290.4333333,-87.44610667,-21.48774333
290.4666667,-87.42546333,-21.48112
290.5,-87.40482,-21.47449667
290.5333333,-87.39085667,-21.46787333
290.5666667,-87.38673333,-21.46373
290.6,-87.38261,-21.47116
290.6333333,-87.37848667,-21.47859
290.6666667,-87.37436333,-21.48602
290.7,-87.37024,-21.49345
290.7333333,-87.37850667,-21.50088
290.7666667,-87.38677333,-21.50831
290.8,-87.39504,-21.51574
290.8333333,-87.40328333,-21.52317
290.8666667,-87.41152667,-21.5306
290.9,-87.41977,-21.53803
290.9333333,-87.42801333,-21.54546
290.9666667,-87.43625667,-21.55289
291,-87.4445,-21.56032
291.0333333,-87.45274333,-21.56775
291.0666667,-87.46098667,-21.57518
291.1,-87.46923,-21.58261
291.1333333,-87.47747333,-21.59004
291.1666667,-87.48571667,-21.59747
291.2,-87.49396,-21.6049
291.2333333,-87.50220333,-21.61233
291.2666667,-87.51044667,-21.61976
291.3,-87.51869,-21.62719
291.3333333,-87.52693333,-21.63462
291.3666667,-87.53517667,-21.64205
291.4,-87.54342,-21.64948
291.4333333,-87.55166333,-21.65691
291.4666667,-87.55990667,-21.66434
291.5,-87.56815,-21.67177
291.5333333,-87.57639333,-21.6792
291.5666667,-87.58463667,-21.68912
291.6,-87.59288,-21.73373667
291.6333333,-87.60112333,-21.77835333
291.6666667,-87.60936667,-21.82297
291.7,-87.61761,-21.86758667
291.7333333,-87.62089333,-21.91220333
291.7666667,-87.62417667,-21.95682
291.8,-87.62746,-22.00143667
291.8333333,-87.64234,-22.04605333
291.8666667,-87.65722,-22.09067
291.9,-87.6721,-22.13528667
291.9333333,-87.68698,-22.17990333
291.9666667,-87.70186,-22.22452
292,-87.71674,-22.26913667
292.0333333,-87.73162,-22.31375333
292.0666667,-87.7465,-22.35837
292.1,-87.76138,-22.40298667
292.1333333,-87.77626,-22.44760333
292.1666667,-87.79114,-22.49222
292.2,-87.80602,-22.53683667
292.2333333,-87.8209,-22.58145333
292.2666667,-87.83578,-22.62607
292.3,-87.85314,-22.67068667
292.3333333,-87.87298,-22.71530333
292.3666667,-87.89282,-22.75992
292.4,-87.91266,-22.80453667
292.4333333,-87.9325,-22.84915333
292.4666667,-87.92919333,-22.89377
292.5,-87.9201,-22.93838667
292.5333333,-87.91100667,-22.98300333
292.5666667,-87.90191333,-23.01522
292.6,-87.89282,-23.03007667
292.6333333,-87.88372667,-23.04493333
292.6666667,-87.87463333,-23.05979
292.7,-87.86554,-23.07464667
292.7333333,-87.85644667,-23.08950333
292.7666667,-87.84735333,-23.10436
292.8,-87.83826,-23.11921667
292.8333333,-87.82916667,-23.13407333
292.8666667,-87.82007333,-23.14893
